species,move,level
Landorus Incarnate,Sludge Wave,0
Landorus Incarnate,Smack Down,0
Landorus Incarnate,Stone Edge,0
Landorus Incarnate,Strength,0
Landorus Incarnate,Strength Sap,0
Landorus Incarnate,Substitute,0
Landorus Incarnate,Swagger,0
Landorus Incarnate,Swagger [SM],0
Landorus Incarnate,Swords Dance,0
Landorus Incarnate,Toxic,0
Landorus Incarnate,Toxic Spikes,0
Landorus Incarnate,Toxic Threads,0
Landorus Incarnate,U-Turn,0
Landorus Therian,Attract,0
Landorus Therian,Block,1
Landorus Therian,Brick Break,0
Landorus Therian,Bulk Up,0
Landorus Therian,Bulldoze,0
Landorus Therian,Calm Mind,0
Landorus Therian,Dig,0
Landorus Therian,Double Team,0
Landorus Therian,Earth Power,43
Landorus Therian,Earthquake,0
Landorus Therian,Explosion,0
Landorus Therian,Extrasensory,31
Landorus Therian,Facade,0
Landorus Therian,Fissure,67
Landorus Therian,Fling,0
Landorus Therian,Fly,0
Landorus Therian,Flying Press,0
Landorus Therian,Flying Press [SM],0
Landorus Therian,Focus Blast,0
Landorus Therian,Frustration,0
Landorus Therian,Giga Impact,0
Landorus Therian,Grass Knot,0
Landorus Therian,Hammer Arm,79
Landorus Therian,Hidden Power,0
Landorus Therian,Hidden Power Bug,0
Landorus Therian,Hidden Power Dark,0
Landorus Therian,Hidden Power Dragon,0
Landorus Therian,Hidden Power Electric,0
Landorus Therian,Hidden Power Fairy,0
Landorus Therian,Hidden Power Fighting,0
Landorus Therian,Hidden Power Fire,0
Landorus Therian,Hidden Power Flying,0
Landorus Therian,Hidden Power Ghost,0
Landorus Therian,Hidden Power Grass,0
Landorus Therian,Hidden Power Ground,0
Landorus Therian,Hidden Power Ice,0
Landorus Therian,Hidden Power Poison,0
Landorus Therian,Hidden Power Psychic,0
Landorus Therian,Hidden Power Rock,0
Landorus Therian,Hidden Power Steel,0
Landorus Therian,Hidden Power Water,0
Landorus Therian,Hyper Beam,0
Landorus Therian,Imprison,7
Landorus Therian,Mud Shot,1
Landorus Therian,Outrage,85
Landorus Therian,Payback,0
Landorus Therian,Protect,0
Landorus Therian,Psychic,0
Landorus Therian,Psychic Fangs,0
Landorus Therian,Psychic Terrain,0
Landorus Therian,Punishment,13
Landorus Therian,Rest,0
Landorus Therian,Return,0
Landorus Therian,Rock Polish,0
Landorus Therian,Rock Slide,0
Landorus Therian,Rock Smash,0
Landorus Therian,Rock Throw,25
Landorus Therian,Rock Tomb,0
Landorus Therian,Round,0
Landorus Therian,Sandstorm,0
Landorus Therian,Sleep Talk,0
Landorus Therian,Sludge Bomb,0
Landorus Therian,Sludge Wave,0
Landorus Therian,Smack Down,0
Landorus Therian,Stone Edge,0
Landorus Therian,Strength,0
Landorus Therian,Strength Sap,0
Landorus Therian,Substitute,0
Landorus Therian,Swagger,0
Landorus Therian,Swagger [SM],0
Landorus Therian,Swords Dance,0
Landorus Therian,Toxic,0
Landorus Therian,Toxic Spikes,0
Landorus Therian,Toxic Threads,0
Landorus Therian,U-Turn,0
Lanturn,Aqua Ring,52
Lanturn,Attract,0
Lanturn,Blizzard,0
Lanturn,Bubble Beam,35
Lanturn,Charge,64
Lanturn,Charge Beam,0
Lanturn,Confide,0
Lanturn,Confuse Ray,17
Lanturn,Dazzling Gleam,0
Lanturn,Discharge,47
Lanturn,Dive,0
Lanturn,Double Team,0
Lanturn,Electro Ball,30
Lanturn,Facade,0
Lanturn,Flail,9
Lanturn,Flash,0
Lanturn,Flash Cannon,0
Lanturn,Frustration,0
Lanturn,Giga Impact,0
Lanturn,Hail,0
Lanturn,Hidden Power,0
Lanturn,Hidden Power Bug,0
Lanturn,Hidden Power Dark,0
Lanturn,Hidden Power Dragon,0
Lanturn,Hidden Power Electric,0
Lanturn,Hidden Power Fairy,0
Lanturn,Hidden Power Fighting,0
Lanturn,Hidden Power Fire,0
Lanturn,Hidden Power Flying,0
Lanturn,Hidden Power Ghost,0
Lanturn,Hidden Power Grass,0
Lanturn,Hidden Power Ground,0
Lanturn,Hidden Power Ice,0
Lanturn,Hidden Power Poison,0
Lanturn,Hidden Power Psychic,0
Lanturn,Hidden Power Rock,0
Lanturn,Hidden Power Steel,0
Lanturn,Hidden Power Water,0
Lanturn,Hydro Pump,57
Lanturn,Hyper Beam,0
Lanturn,Ice Beam,0
Lanturn,Ion Deluge,60
Lanturn,Protect,0
Lanturn,Rain Dance,0
Lanturn,Rest,0
Lanturn,Return,0
Lanturn,Round,0
Lanturn,Scald,0
Lanturn,Signal Beam,40
Lanturn,Sleep Talk,0
Lanturn,Spark,20
Lanturn,Sparkling Aria,20
Lanturn,Spit Up,27
Lanturn,Stockpile,27
Lanturn,Substitute,0
Lanturn,Surf,0
Lanturn,Swagger,0
Lanturn,Swagger [SM],0
Lanturn,Swallow,27
Lanturn,Take Down,23
Lanturn,Thunder,0
Lanturn,Thunder Cage,0
Lanturn,Thunder Fang,0
Lanturn,Thunder Punch,0
Lanturn,Thunder Shock,0
Lanturn,Thunder Wave,0
Lanturn,Thunder Wave [SM],0
Lanturn,Thunderbolt,0
Lanturn,Thunderous Kick,0
Lanturn,Toxic,0
Lanturn,Toxic Spikes,0
Lanturn,Toxic Threads,0
Lanturn,Volt Switch,0
Lanturn,Water Gun,12
Lanturn,Waterfall,0
Lanturn,Wild Charge,0
Lapras,Attract,0
Lapras,Blizzard,0
Lapras,Body Slam,18
Lapras,Brine,37
Lapras,Bulldoze,0
Lapras,Confuse Ray,7
Lapras,Dive,0
Lapras,Double Team,0
Lapras,Dream Eater,0
Lapras,Echoed Voice,0
Lapras,Facade,0
Lapras,Frost Breath,0
Lapras,Frustration,0
Lapras,Giga Impact,0
Lapras,Growl,1
Lapras,Hail,0
Lapras,Hidden Power,0
Lapras,Hidden Power Bug,0
Lapras,Hidden Power Dark,0
Lapras,Hidden Power Dragon,0
Lapras,Hidden Power Electric,0
Lapras,Hidden Power Fairy,0
Lapras,Hidden Power Fighting,0
Lapras,Hidden Power Fire,0
Lapras,Hidden Power Flying,0
Lapras,Hidden Power Ghost,0
Lapras,Hidden Power Grass,0
Lapras,Hidden Power Ground,0
Lapras,Hidden Power Ice,0
Lapras,Hidden Power Poison,0
Lapras,Hidden Power Psychic,0
Lapras,Hidden Power Rock,0
Lapras,Hidden Power Steel,0
Lapras,Hidden Power Water,0
Lapras,Hydro Pump,49
Lapras,Hyper Beam,0
Lapras,Ice Beam,0
Lapras,Ice Shard,10
Lapras,Mist,4
Lapras,Mist Ball,4
Lapras,Misty Explosion,4
Lapras,Misty Terrain,4
Lapras,Perish Song,27
Lapras,Protect,0
Lapras,Psychic,0
Lapras,Psychic Fangs,0
Lapras,Psychic Terrain,0
Lapras,Rain Dance,0
Lapras,Rest,0
Lapras,Return,0
Lapras,Roar,0
Lapras,Roar of Time,0
Lapras,Rock Smash,0
Lapras,Round,0
Lapras,Safeguard,0
Lapras,Sheer Cold,55
Lapras,Sing,1
Lapras,Sleep Talk,0
Lapras,Strength,0
Lapras,Strength Sap,0
Lapras,Substitute,0
Lapras,Surf,0
Lapras,Swagger,0
Lapras,Swagger [SM],0
Lapras,Thunder,0
Lapras,Thunder Cage,0
Lapras,Thunder Fang,0
Lapras,Thunder Punch,0
Lapras,Thunder Shock,0
Lapras,Thunder Wave,0
Lapras,Thunder Wave [SM],0
Lapras,Thunderbolt,0
Lapras,Thunderous Kick,0
Lapras,Toxic,0
Lapras,Toxic Spikes,0
Lapras,Toxic Threads,0
Lapras,Water Gun,1
Lapras,Water Pulse,14
Lapras,Waterfall,0
Larvesta,Acrobatics,0
Larvesta,Amnesia,40
Larvesta,Bug Bite,20
Larvesta,Bug Buzz,35
Larvesta,Calm Mind,0
Larvesta,Double Team,0
Larvesta,Double-Edge,25
Larvesta,Ember,1
Larvesta,Facade,0
Larvesta,Fire Blast,0
Larvesta,Flame Charge,0
Larvesta,Flame Wheel,30
Larvesta,Flamethrower,0
Larvesta,Flare Blitz,50
Larvesta,Frustration,0
Larvesta,Hidden Power,0
Larvesta,Hidden Power Bug,0
Larvesta,Hidden Power Dark,0
Larvesta,Hidden Power Dragon,0
Larvesta,Hidden Power Electric,0
Larvesta,Hidden Power Fairy,0
Larvesta,Hidden Power Fighting,0
Larvesta,Hidden Power Fire,0
Larvesta,Hidden Power Flying,0
Larvesta,Hidden Power Ghost,0
Larvesta,Hidden Power Grass,0
Larvesta,Hidden Power Ground,0
Larvesta,Hidden Power Ice,0
Larvesta,Hidden Power Poison,0
Larvesta,Hidden Power Psychic,0
Larvesta,Hidden Power Rock,0
Larvesta,Hidden Power Steel,0
Larvesta,Hidden Power Water,0
Larvesta,Incinerate,0
Larvesta,Leech Life,5
Larvesta,Leech Life [SM],5
Larvesta,Light Screen,0
Larvesta,Overheat,0
Larvesta,Protect,0
Larvesta,Psychic,0
Larvesta,Psychic Fangs,0
Larvesta,Psychic Terrain,0
Larvesta,Rest,0
Larvesta,Return,0
Larvesta,Roost,0
Larvesta,Round,0
Larvesta,Safeguard,0
Larvesta,Sleep Talk,0
Larvesta,Solar Beam,0
Larvesta,String Shot,1
Larvesta,Struggle Bug,0
Larvesta,Substitute,0
Larvesta,Sunny Day,0
Larvesta,Swagger,0
Larvesta,Swagger [SM],0
Larvesta,Take Down,10
Larvesta,Thrash,45
Larvesta,Toxic,0
Larvesta,Toxic Spikes,0
Larvesta,Toxic Threads,0
Larvesta,U-Turn,0
Larvesta,Wild Charge,0
Larvesta,Will-O-Wisp,0
Larvitar,Attract,0
Larvitar,Bite,1
Larvitar,Brick Break,0
Larvitar,Bulldoze,0
Larvitar,Chip Away,14
Larvitar,Confide,0
Larvitar,Crunch,41
Larvitar,Dark Pulse,0
Larvitar,Dig,0
Larvitar,Double Team,0
Larvitar,Earthquake,0
Larvitar,Facade,0
Larvitar,Frustration,0
Larvitar,Hidden Power,0
Larvitar,Hidden Power Bug,0
Larvitar,Hidden Power Dark,0
Larvitar,Hidden Power Dragon,0
Larvitar,Hidden Power Electric,0
Larvitar,Hidden Power Fairy,0
Larvitar,Hidden Power Fighting,0
Larvitar,Hidden Power Fire,0
Larvitar,Hidden Power Flying,0
Larvitar,Hidden Power Ghost,0
Larvitar,Hidden Power Grass,0
Larvitar,Hidden Power Ground,0
Larvitar,Hidden Power Ice,0
Larvitar,Hidden Power Poison,0
Larvitar,Hidden Power Psychic,0
Larvitar,Hidden Power Rock,0
Larvitar,Hidden Power Steel,0
Larvitar,Hidden Power Water,0
Larvitar,Hyper Beam,0
Larvitar,Leer,1
Larvitar,Payback,0
Larvitar,Power-Up Punch,0
Larvitar,Protect,0
Larvitar,Rain Dance,0
Larvitar,Rest,0
Larvitar,Retaliate,0
Larvitar,Return,0
Larvitar,Rock Polish,0
Larvitar,Rock Slide,0
Larvitar,Rock Smash,0
Larvitar,Rock Tomb,0
Larvitar,Round,0
Larvitar,Sandstorm,0
Larvitar,Scary Face,23
Larvitar,Screech,10
Larvitar,Sleep Talk,0
Larvitar,Smack Down,0
Larvitar,Snarl,0
Larvitar,Stone Edge,0
Larvitar,Substitute,0
Larvitar,Sunny Day,0
Larvitar,Swagger,0
Larvitar,Swagger [SM],0
Larvitar,Taunt,0
Larvitar,Thrash,28
Larvitar,Torment,0
Larvitar,Toxic,0
Larvitar,Toxic Spikes,0
Larvitar,Toxic Threads,0
Latias,Aerial Ace,0
Latias,Attract,0
Latias,Bulldoze,0
Latias,Calm Mind,0
Latias,Charge Beam,0
Latias,Charm,55
Latias,Cut,0
Latias,Dive,0
Latias,Double Team,0
Latias,Dragon Breath,20
Latias,Dragon Claw,0
Latias,Dragon Pulse,80
Latias,Dream Eater,0
Latias,Earthquake,0
Latias,Energy Ball,0
Latias,Facade,0
Latias,Flash,0
Latias,Flash Cannon,0
Latias,Fly,0
Latias,Flying Press,0
Latias,Flying Press [SM],0
Latias,Frustration,0
Latias,Giga Impact,0
Latias,Grass Knot,0
Latias,Guard Split,75
Latias,Heal Pulse,65
Latias,Healing Wish,85
Latias,Helping Hand,10
Latias,Hidden Power,0
Latias,Hidden Power Bug,0
Latias,Hidden Power Dark,0
Latias,Hidden Power Dragon,0
Latias,Hidden Power Electric,0
Latias,Hidden Power Fairy,0
Latias,Hidden Power Fighting,0
Latias,Hidden Power Fire,0
Latias,Hidden Power Flying,0
Latias,Hidden Power Ghost,0
Latias,Hidden Power Grass,0
Latias,Hidden Power Ground,0
Latias,Hidden Power Ice,0
Latias,Hidden Power Poison,0
Latias,Hidden Power Psychic,0
Latias,Hidden Power Rock,0
Latias,Hidden Power Steel,0
Latias,Hidden Power Water,0
Latias,Hone Claws,0
Latias,Hyper Beam,0
Latias,Ice Beam,0
Latias,Light Screen,0
Latias,Mist Ball,35
Latias,Protect,0
Latias,Psych Up,0
Latias,Psychic,0
Latias,Psychic Fangs,0
Latias,Psychic Terrain,0
Latias,Psycho Shift,50
Latias,Psyshock,0
Latias,Psywave,1
Latias,Rain Dance,0
Latias,Recover,45
Latias,Reflect,0
Latias,Reflect Type,0
Latias,Refresh,30
Latias,Rest,0
Latias,Retaliate,0
Latias,Return,0
Latias,Roar,0
Latias,Roar of Time,0
Latias,Roost,0
Latias,Round,0
Latias,Safeguard,0
Latias,Sandstorm,0
Latias,Shadow Ball,0
Latias,Shadow Claw,0
Latias,Sleep Talk,0
Latias,Solar Beam,0
Latias,Steel Wing,0
Latias,Substitute,0
Latias,Sunny Day,0
Latias,Surf,0
Latias,Swagger,0
Latias,Swagger [SM],0
Latias,Thunder,0
Latias,Thunder Cage,0
Latias,Thunder Fang,0
Latias,Thunder Punch,0
Latias,Thunder Shock,0
Latias,Thunder Wave,0
Latias,Thunder Wave [SM],0
Latias,Thunderbolt,0
Latias,Thunderous Kick,0
Latias,Toxic,0
Latias,Toxic Spikes,0
Latias,Toxic Threads,0
Latias,Water Sport,25
Latias,Waterfall,0
Latias,Wish,5
Latias,Zen Headbutt,40
Latias Mega Evolution,Aerial Ace,0
Latias Mega Evolution,Attract,0
Latias Mega Evolution,Bulldoze,0
Latias Mega Evolution,Calm Mind,0
Latias Mega Evolution,Charge Beam,0
Latias Mega Evolution,Charm,55
Latias Mega Evolution,Cut,0
Latias Mega Evolution,Dive,0
Latias Mega Evolution,Double Team,0
Latias Mega Evolution,Dragon Breath,20
Latias Mega Evolution,Dragon Claw,0
Latias Mega Evolution,Dragon Pulse,80
Latias Mega Evolution,Dream Eater,0
Latias Mega Evolution,Earthquake,0
Latias Mega Evolution,Energy Ball,0
Latias Mega Evolution,Facade,0
Latias Mega Evolution,Flash,0
Latias Mega Evolution,Flash Cannon,0
Latias Mega Evolution,Fly,0
Latias Mega Evolution,Flying Press,0
Latias Mega Evolution,Flying Press [SM],0
Latias Mega Evolution,Frustration,0
Latias Mega Evolution,Giga Impact,0
Latias Mega Evolution,Grass Knot,0
Latias Mega Evolution,Guard Split,75
Latias Mega Evolution,Heal Pulse,65
Latias Mega Evolution,Healing Wish,85
Latias Mega Evolution,Helping Hand,10
Latias Mega Evolution,Hidden Power,0
Latias Mega Evolution,Hidden Power Bug,0
Latias Mega Evolution,Hidden Power Dark,0
Latias Mega Evolution,Hidden Power Dragon,0
Latias Mega Evolution,Hidden Power Electric,0
Latias Mega Evolution,Hidden Power Fairy,0
Latias Mega Evolution,Hidden Power Fighting,0
Latias Mega Evolution,Hidden Power Fire,0
Latias Mega Evolution,Hidden Power Flying,0
Latias Mega Evolution,Hidden Power Ghost,0
Latias Mega Evolution,Hidden Power Grass,0
Latias Mega Evolution,Hidden Power Ground,0
Latias Mega Evolution,Hidden Power Ice,0
Latias Mega Evolution,Hidden Power Poison,0
Latias Mega Evolution,Hidden Power Psychic,0
Latias Mega Evolution,Hidden Power Rock,0
Latias Mega Evolution,Hidden Power Steel,0
Latias Mega Evolution,Hidden Power Water,0
Latias Mega Evolution,Hone Claws,0
Latias Mega Evolution,Hyper Beam,0
Latias Mega Evolution,Ice Beam,0
Latias Mega Evolution,Light Screen,0
Latias Mega Evolution,Mist Ball,35
Latias Mega Evolution,Protect,0
Latias Mega Evolution,Psych Up,0
Latias Mega Evolution,Psychic,0
Latias Mega Evolution,Psychic Fangs,0
Latias Mega Evolution,Psychic Terrain,0
Latias Mega Evolution,Psycho Shift,50
Latias Mega Evolution,Psyshock,0
Latias Mega Evolution,Psywave,1
Latias Mega Evolution,Rain Dance,0
Latias Mega Evolution,Recover,45
Latias Mega Evolution,Reflect,0
Latias Mega Evolution,Reflect Type,0
Latias Mega Evolution,Refresh,30
Latias Mega Evolution,Rest,0
Latias Mega Evolution,Retaliate,0
Latias Mega Evolution,Return,0
Latias Mega Evolution,Roar,0
Latias Mega Evolution,Roar of Time,0
Latias Mega Evolution,Roost,0
Latias Mega Evolution,Round,0
Latias Mega Evolution,Safeguard,0
Latias Mega Evolution,Sandstorm,0
Latias Mega Evolution,Shadow Ball,0
Latias Mega Evolution,Shadow Claw,0
Latias Mega Evolution,Sleep Talk,0
Latias Mega Evolution,Solar Beam,0
Latias Mega Evolution,Steel Wing,0
Latias Mega Evolution,Substitute,0
Latias Mega Evolution,Sunny Day,0
Latias Mega Evolution,Surf,0
Latias Mega Evolution,Swagger,0
Latias Mega Evolution,Swagger [SM],0
Latias Mega Evolution,Thunder,0
Latias Mega Evolution,Thunder Cage,0
Latias Mega Evolution,Thunder Fang,0
Latias Mega Evolution,Thunder Punch,0
Latias Mega Evolution,Thunder Shock,0
Latias Mega Evolution,Thunder Wave,0
Latias Mega Evolution,Thunder Wave [SM],0
Latias Mega Evolution,Thunderbolt,0
Latias Mega Evolution,Thunderous Kick,0
Latias Mega Evolution,Toxic,0
Latias Mega Evolution,Toxic Spikes,0
Latias Mega Evolution,Toxic Threads,0
Latias Mega Evolution,Water Sport,25
Latias Mega Evolution,Waterfall,0
Latias Mega Evolution,Wish,5
Latias Mega Evolution,Zen Headbutt,40
Latios,Aerial Ace,0
Latios,Attract,0
Latios,Bulldoze,0
Latios,Calm Mind,0
Latios,Charge Beam,0
Latios,Cut,0
Latios,Dive,0
Latios,Double Team,0
Latios,Dragon Breath,20
Latios,Dragon Claw,0
Latios,Dragon Dance,55
Latios,Dragon Pulse,80
Latios,Dream Eater,0
Latios,Earthquake,0
Latios,Energy Ball,0
Latios,Facade,0
Latios,Flash,0
Latios,Flash Cannon,0
Latios,Fly,0
Latios,Flying Press,0
Latios,Flying Press [SM],0
Latios,Frustration,0
Latios,Giga Impact,0
Latios,Grass Knot,0
Latios,Heal Block,5
Latios,Heal Pulse,65
Latios,Helping Hand,10
Latios,Hidden Power,0
Latios,Hidden Power Bug,0
Latios,Hidden Power Dark,0
Latios,Hidden Power Dragon,0
Latios,Hidden Power Electric,0
Latios,Hidden Power Fairy,0
Latios,Hidden Power Fighting,0
Latios,Hidden Power Fire,0
Latios,Hidden Power Flying,0
Latios,Hidden Power Ghost,0
Latios,Hidden Power Grass,0
Latios,Hidden Power Ground,0
Latios,Hidden Power Ice,0
Latios,Hidden Power Poison,0
Latios,Hidden Power Psychic,0
Latios,Hidden Power Rock,0
Latios,Hidden Power Steel,0
Latios,Hidden Power Water,0
Latios,Hone Claws,0
Latios,Hyper Beam,0
Latios,Ice Beam,0
Latios,Light Screen,0
Latios,Luster Purge,35
Latios,Memento,85
Latios,Power Split,75
Latios,Protect,0
Latios,Psych Up,0
Latios,Psychic,0
Latios,Psychic Fangs,0
Latios,Psychic Terrain,0
Latios,Psycho Shift,50
Latios,Psyshock,0
Latios,Psywave,1
Latios,Rain Dance,0
Latios,Recover,45
Latios,Reflect,0
Latios,Reflect Type,0
Latios,Refresh,30
Latios,Rest,0
Latios,Retaliate,0
Latios,Return,0
Latios,Roar,0
Latios,Roar of Time,0
Latios,Roost,0
Latios,Round,0
Latios,Safeguard,0
Latios,Sandstorm,0
Latios,Shadow Ball,0
Latios,Shadow Claw,0
Latios,Sleep Talk,0
Latios,Solar Beam,0
Latios,Steel Wing,0
Latios,Substitute,0
Latios,Sunny Day,0
Latios,Surf,0
Latios,Swagger,0
Latios,Swagger [SM],0
Latios,Telekinesis,70
Latios,Thunder,0
Latios,Thunder Cage,0
Latios,Thunder Fang,0
Latios,Thunder Punch,0
Latios,Thunder Shock,0
Latios,Thunder Wave,0
Latios,Thunder Wave [SM],0
Latios,Thunderbolt,0
Latios,Thunderous Kick,0
Latios,Toxic,0
Latios,Toxic Spikes,0
Latios,Toxic Threads,0
Latios,Waterfall,0
Latios,Zen Headbutt,40
Latios Mega Evolution,Aerial Ace,0
Latios Mega Evolution,Attract,0
Latios Mega Evolution,Bulldoze,0
Latios Mega Evolution,Calm Mind,0
Latios Mega Evolution,Charge Beam,0
Latios Mega Evolution,Cut,0
Latios Mega Evolution,Dive,0
Latios Mega Evolution,Double Team,0
Latios Mega Evolution,Dragon Breath,20
Latios Mega Evolution,Dragon Claw,0
Latios Mega Evolution,Dragon Dance,55
Latios Mega Evolution,Dragon Pulse,80
Latios Mega Evolution,Dream Eater,0
Latios Mega Evolution,Earthquake,0
Latios Mega Evolution,Energy Ball,0
Latios Mega Evolution,Facade,0
Latios Mega Evolution,Flash,0
Latios Mega Evolution,Flash Cannon,0
Latios Mega Evolution,Fly,0
Latios Mega Evolution,Flying Press,0
Latios Mega Evolution,Flying Press [SM],0
Latios Mega Evolution,Frustration,0
Latios Mega Evolution,Giga Impact,0
Latios Mega Evolution,Grass Knot,0
Latios Mega Evolution,Heal Block,5
Latios Mega Evolution,Heal Pulse,65
Latios Mega Evolution,Helping Hand,10
Latios Mega Evolution,Hidden Power,0
Latios Mega Evolution,Hidden Power Bug,0
Latios Mega Evolution,Hidden Power Dark,0
Latios Mega Evolution,Hidden Power Dragon,0
Latios Mega Evolution,Hidden Power Electric,0
Latios Mega Evolution,Hidden Power Fairy,0
Latios Mega Evolution,Hidden Power Fighting,0
Latios Mega Evolution,Hidden Power Fire,0
Latios Mega Evolution,Hidden Power Flying,0
Latios Mega Evolution,Hidden Power Ghost,0
Latios Mega Evolution,Hidden Power Grass,0
Latios Mega Evolution,Hidden Power Ground,0
Latios Mega Evolution,Hidden Power Ice,0
Latios Mega Evolution,Hidden Power Poison,0
Latios Mega Evolution,Hidden Power Psychic,0
Latios Mega Evolution,Hidden Power Rock,0
Latios Mega Evolution,Hidden Power Steel,0
Latios Mega Evolution,Hidden Power Water,0
Latios Mega Evolution,Hone Claws,0
Latios Mega Evolution,Hyper Beam,0
Latios Mega Evolution,Ice Beam,0
Latios Mega Evolution,Light Screen,0
Latios Mega Evolution,Luster Purge,35
Latios Mega Evolution,Memento,85
Latios Mega Evolution,Power Split,75
Latios Mega Evolution,Protect,0
Latios Mega Evolution,Psych Up,0
Latios Mega Evolution,Psychic,0
Latios Mega Evolution,Psychic Fangs,0
Latios Mega Evolution,Psychic Terrain,0
Latios Mega Evolution,Psycho Shift,50
Latios Mega Evolution,Psyshock,0
Latios Mega Evolution,Psywave,1
Latios Mega Evolution,Rain Dance,0
Latios Mega Evolution,Recover,45
Latios Mega Evolution,Reflect,0
Latios Mega Evolution,Reflect Type,0
Latios Mega Evolution,Refresh,30
Latios Mega Evolution,Rest,0
Latios Mega Evolution,Retaliate,0
Latios Mega Evolution,Return,0
Latios Mega Evolution,Roar,0
Latios Mega Evolution,Roar of Time,0
Latios Mega Evolution,Roost,0
Latios Mega Evolution,Round,0
Latios Mega Evolution,Safeguard,0
Latios Mega Evolution,Sandstorm,0
Latios Mega Evolution,Shadow Ball,0
Latios Mega Evolution,Shadow Claw,0
Latios Mega Evolution,Sleep Talk,0
Latios Mega Evolution,Solar Beam,0
Latios Mega Evolution,Steel Wing,0
Latios Mega Evolution,Substitute,0
Latios Mega Evolution,Sunny Day,0
Latios Mega Evolution,Surf,0
Latios Mega Evolution,Swagger,0
Latios Mega Evolution,Swagger [SM],0
Latios Mega Evolution,Telekinesis,70
Latios Mega Evolution,Thunder,0
Latios Mega Evolution,Thunder Cage,0
Latios Mega Evolution,Thunder Fang,0
Latios Mega Evolution,Thunder Punch,0
Latios Mega Evolution,Thunder Shock,0
Latios Mega Evolution,Thunder Wave,0
Latios Mega Evolution,Thunder Wave [SM],0
Latios Mega Evolution,Thunderbolt,0
Latios Mega Evolution,Thunderous Kick,0
Latios Mega Evolution,Toxic,0
Latios Mega Evolution,Toxic Spikes,0
Latios Mega Evolution,Toxic Threads,0
Latios Mega Evolution,Waterfall,0
Latios Mega Evolution,Zen Headbutt,40
Leafeon,Aerial Ace,0
Leafeon,Attract,0
Leafeon,Dig,0
Leafeon,Double Team,0
Leafeon,Echoed Voice,0
Leafeon,Energy Ball,0
Leafeon,Facade,0
Leafeon,Flash,0
Leafeon,Flash Cannon,0
Leafeon,Frustration,0
Leafeon,Giga Drain,25
Leafeon,Giga Impact,0
Leafeon,Grass Knot,0
Leafeon,Grass Whistle,17
Leafeon,Growl,1
Leafeon,Helping Hand,1
Leafeon,Hidden Power,0
Leafeon,Hidden Power Bug,0
Leafeon,Hidden Power Dark,0
Leafeon,Hidden Power Dragon,0
Leafeon,Hidden Power Electric,0
Leafeon,Hidden Power Fairy,0
Leafeon,Hidden Power Fighting,0
Leafeon,Hidden Power Fire,0
Leafeon,Hidden Power Flying,0
Leafeon,Hidden Power Ghost,0
Leafeon,Hidden Power Grass,0
Leafeon,Hidden Power Ground,0
Leafeon,Hidden Power Ice,0
Leafeon,Hidden Power Poison,0
Leafeon,Hidden Power Psychic,0
Leafeon,Hidden Power Rock,0
Leafeon,Hidden Power Steel,0
Leafeon,Hidden Power Water,0
Leafeon,Hyper Beam,0
Leafeon,Last Resort,41
Leafeon,Leaf Blade,45
Leafeon,Magical Leaf,21
Leafeon,Nature Power,0
Leafeon,Protect,0
Leafeon,Quick Attack,13
Leafeon,Rain Dance,0
Leafeon,Razor Leaf,9
Leafeon,Rest,0
Leafeon,Retaliate,0
Leafeon,Return,0
Leafeon,Roar,0
Leafeon,Roar of Time,0
Leafeon,Rock Smash,0
Leafeon,Round,0
Leafeon,Sand Attack,5
Leafeon,Shadow Ball,0
Leafeon,Sleep Talk,0
Leafeon,Solar Beam,0
Leafeon,Strength,0
Leafeon,Strength Sap,0
Leafeon,Substitute,0
Leafeon,Sunny Day,0
Leafeon,Swagger,0
Leafeon,Swagger [SM],0
Leafeon,Swords Dance,0
Leafeon,Synthesis,33
Leafeon,Tackle,1
Leafeon,Tackle [SM],1
Leafeon,Tail Whip,1
Leafeon,Toxic,0
Leafeon,Toxic Spikes,0
Leafeon,Toxic Threads,0
Leafeon,X-Scissor,0
Leavanny,Aerial Ace,0
Leavanny,Attract,0
Leavanny,Bug Bite,8
Leavanny,Calm Mind,0
Leavanny,Cut,0
Leavanny,Double Team,0
Leavanny,Dream Eater,0
Leavanny,Energy Ball,0
Leavanny,Entrainment,43
Leavanny,Facade,0
Leavanny,False Swipe,0
Leavanny,Flash,0
Leavanny,Flash Cannon,0
Leavanny,Frustration,0
Leavanny,Giga Impact,0
Leavanny,Grass Knot,0
Leavanny,Helping Hand,32
Leavanny,Hidden Power,0
Leavanny,Hidden Power Bug,0
Leavanny,Hidden Power Dark,0
Leavanny,Hidden Power Dragon,0
Leavanny,Hidden Power Electric,0
Leavanny,Hidden Power Fairy,0
Leavanny,Hidden Power Fighting,0
Leavanny,Hidden Power Fire,0
Leavanny,Hidden Power Flying,0
Leavanny,Hidden Power Ghost,0
Leavanny,Hidden Power Grass,0
Leavanny,Hidden Power Ground,0
Leavanny,Hidden Power Ice,0
Leavanny,Hidden Power Poison,0
Leavanny,Hidden Power Psychic,0
Leavanny,Hidden Power Rock,0
Leavanny,Hidden Power Steel,0
Leavanny,Hidden Power Water,0
Leavanny,Hone Claws,0
Leavanny,Hyper Beam,0
Leavanny,Leaf Blade,36
Leavanny,Leaf Storm,50
Leavanny,Light Screen,0
Leavanny,Nature Power,0
