Pokemon,Acrobatics,Acro Mod,Athletics,Athl Mod,Charm,Charm Mod,Combat,Com Mod,Command,Cmd Mod,Gen Ed,Gen Mod,Med Ed,Med Mod,Occult Ed,Occ Mod,Poke Ed,Poke Mod,Tech Ed,Tech Mod,Focus,Focus Mod,Guile,Guile Mod,Intimidate,Intim Mod,Intuition,Int Mod,Perception,Per Mod,Stealth,Slth Mod,Survival,Sur Mod
Gourgeist-L,2,+0,4,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,5,+2,2,+0,2,+0
Gourgeist Large,2,+0,4,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,5,+2,2,+0,2,+0
Gourgeist (Large),2,+0,4,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,5,+2,2,+0,2,+0
Gourgeist-Large,2,+0,4,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,5,+2,2,+0,2,+0
Gourgeist Sm,2,+0,4,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,5,+2,2,+0,2,+0
Gourgeist (Sm),2,+0,4,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,5,+2,2,+0,2,+0
Gourgeist-Sm,2,+0,4,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,5,+2,2,+0,2,+0
Gourgeist Small,2,+0,4,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,5,+2,2,+0,2,+0
Gourgeist (Small),2,+0,4,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,5,+2,2,+0,2,+0
Gourgeist-Small),2,+0,4,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,5,+2,2,+0,2,+0
Gourgeist Su,2,+0,4,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,5,+2,2,+0,2,+0
Gourgeist (Su),2,+0,4,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,5,+2,2,+0,2,+0
Gourgeist-Su,2,+0,4,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,5,+2,2,+0,2,+0
Gourgeist Super,2,+0,4,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,5,+2,2,+0,2,+0
Gourgeist (Super),2,+0,4,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,5,+2,2,+0,2,+0
Gourgeist-Super,2,+0,4,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,5,+2,2,+0,2,+0
Granbull,2,+0,4,+0,2,+0,4,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,4,+0,2,+0,2,+0
Graveler,2,+0,4,+2,2,+0,3,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+1,2,+0,2,+0,2,+0,3,+0,2,+0,2,+0
Greninja,6,+2,4,+0,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,3,+1,5,+1,2,+0
Grimer,1,+0,2,+1,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+0,3,+1,2,+0
Grotle,2,+0,3,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+2,2,+0,2,+0,2,+0,2,+0,2,+0,2,+0
Groudon,3,+0,5,+2,2,+0,5,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+2,2,+0,2,+0,2,+0,4,+0,2,+0,2,+0
Grovyle,4,+3,4,+0,2,+0,3,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,4,+0,5,+3,2,+0
Growlithe,2,+0,3,+2,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,3,+1,3,+1,2,+0
Grumpig,3,+1,4,+2,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+2,2,+0,2,+0,2,+0,4,+2,2,+0,2,+0
Gulpin,1,+1,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+0,2,+0,2,+0
Gurdurr,2,+0,4,+2,2,+0,4,+1,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+3,2,+0,2,+0,2,+0,3,+2,1,+0,2,+0
Gyarados,3,+0,6,+1,2,+0,4,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,3,+0,2,+0,2,+0
Happiny,3,+0,1,+1,2,+0,1,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+1,2,+0,2,+0,2,+0,2,+0,3,+0,2,+0
Hariyama,1,+0,5,+2,2,+0,5,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+1,2,+0,2,+0,2,+0,3,+0,1,+0,2,+0
Haunter,4,+3,1,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+2,2,+0,2,+0,2,+0,3,+0,4,+2,2,+0
Hawlucha,4,+0,4,+0,2,+0,5,+3,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,4,+2,2,+0,2,+0
Haxorus,2,+0,5,+2,2,+0,5,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,3,+1,2,+0,2,+0
Heatmor,3,+2,4,+3,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+2,2,+0,2,+0,2,+0,4,+2,3,+1,2,+0
Heatran,3,+0,5,+2,2,+0,4,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,5,+0,2,+0,2,+0,2,+0,3,+2,2,+0,2,+0
Heliolisk,5,+1,4,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,3,+0,3,+0,2,+0
Helioptile,3,+1,3,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+0,3,+0,2,+0
Heracross,4,+2,5,+3,2,+0,4,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+1,2,+0,2,+0,2,+0,3,+1,3,+1,2,+0
Herdier,2,+2,3,+2,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,3,+1,2,+1,2,+0
Hippopotas,1,+0,3,+2,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+1,2,+0,2,+0,2,+0,2,+1,2,+1,2,+0
Hippowdon,1,+0,3,+2,2,+0,4,+1,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+1,2,+0,2,+0,2,+0,3,+1,2,+2,2,+0
Hitmonchan,2,+3,5,+2,2,+0,5,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,5,+2,2,+0,2,+0,2,+0,3,+0,3,+0,2,+0
Hitmonlee,4,+4,5,+2,2,+0,5,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+2,2,+0,2,+0,2,+0,3,+0,3,+0,2,+0
Hitmontop,4,+1,5,+2,2,+0,5,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+1,2,+0,2,+0,2,+0,3,+0,3,+0,2,+0
Ho-Oh,5,+3,4,+0,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,6,+6,2,+0,2,+0,2,+0,4,+0,3,+0,2,+0
Honchkrow,3,+1,3,+2,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+2,2,+0,2,+0,2,+0,4,+1,3,+0,2,+0
Honedge,3,+1,1,+0,2,+0,3,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+0,3,+2,2,+0
Hoopa,4,+0,3,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,6,+2,4,+2,2,+0
Hoopa-C,4,+0,3,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,6,+2,4,+2,2,+0
Hoopa (C),4,+0,3,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,6,+2,4,+2,2,+0
Hoopa (Con),4,+0,3,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,6,+2,4,+2,2,+0
Hoopa (Confined),4,+0,3,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,6,+2,4,+2,2,+0
Hoopa-B,4,+0,3,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,6,+2,4,+2,2,+0
Hoopa (B),4,+0,3,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,6,+2,4,+2,2,+0
Hoopa-Bound,4,+0,3,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,6,+2,4,+2,2,+0
Hoopa (Bound),4,+0,3,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,6,+2,4,+2,2,+0
Hoopa-U,4,+0,5,+2,2,+0,5,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+0,1,+0,2,+0
Hoopa (U),4,+0,5,+2,2,+0,5,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+0,1,+0,2,+0
Hoopa (Un),4,+0,5,+2,2,+0,5,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+0,1,+0,2,+0
Hoopa Unbound,4,+0,5,+2,2,+0,5,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+0,1,+0,2,+0
Hoopa-Unbound,4,+0,5,+2,2,+0,5,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+0,1,+0,2,+0
Hoopa (Unbound),4,+0,5,+2,2,+0,5,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+0,1,+0,2,+0
Hoothoot,2,+0,1,+0,2,+0,1,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,3,+0,3,+1,2,+0
Hoppip,3,+0,2,+0,2,+0,1,+1,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+0,3,+0,2,+0
Horsea,2,+0,2,+0,2,+0,1,+1,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+1,2,+0,2,+0,2,+0,2,+0,2,+0,2,+0
Houndoom,2,+0,4,+2,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,3,+1,2,+1,2,+0
Houndour,3,+0,3,+1,2,+0,2,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+1,3,+1,2,+0
Huntail,2,+1,3,+1,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,2,+0,3,+0,2,+0
Hydreigon,3,+0,4,+2,2,+0,5,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+1,2,+0,2,+0,2,+0,5,+2,2,+0,2,+0
Hypno,2,+0,3,+2,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+2,2,+0,2,+0,2,+0,3,+2,4,+3,2,+0
Igglybuff,3,+0,1,+0,2,+0,1,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+1,2,+0,2,+0,2,+0,2,+0,3,+0,2,+0
Illumise,4,+2,3,+2,2,+0,2,+1,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+1,2,+0,2,+0,2,+0,3,+1,4,+2,2,+0
Infernape,6,+2,5,+2,2,+0,5,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,3,+3,4,+2,2,+0
Inkay,2,+1,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,3,+0,3,+1,2,+0
Ivysaur,2,+0,4,+3,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+2,2,+0,2,+0,2,+0,2,+0,2,+0,2,+0
JellIcent,2,+0,3,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,2,+0,3,+0,2,+0
Jigglypuff,3,+1,2,+1,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+2,2,+0,2,+0,2,+0,2,+2,3,+0,2,+0
Jirachi,4,+2,2,+0,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,5,+0,4,+0,2,+0
Jolteon,5,+2,4,+2,2,+0,3,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,3,+0,4,+2,2,+0
Joltik,3,+0,1,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+2,4,+0,2,+0
Jumpluff,4,+2,2,+2,2,+0,2,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,2,+0,3,+0,2,+0
Jynx,3,+2,3,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+2,2,+0,2,+0,2,+0,3,+1,2,+0,2,+0
Kabuto,1,+0,2,+2,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+1,2,+0,2,+0,2,+0,2,+0,3,+2,2,+0
Kabutops,3,+2,3,+2,2,+0,4,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+1,2,+0,2,+0,2,+0,2,+0,4,+2,2,+0
Kadabra,2,+0,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+4,2,+0,2,+0,2,+0,4,+0,2,+0,2,+0
Kakuna,1,+0,1,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,2,+0,2,+0,2,+0
Kangaskhan,4,+2,4,+0,2,+0,3,+1,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+2,2,+0,2,+0,2,+0,3,+0,2,+0,2,+0
Karrablast,3,+0,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+2,2,+0,2,+0,2,+0,2,+0,2,+0,2,+0
Kecleon,3,+0,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+1,2,+0,2,+0,2,+0,3,+2,4,+2,2,+0
Keldeo,5,+3,4,+0,2,+0,5,+3,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,3,+0,4,+3,2,+0
Kingdra,3,+0,5,+1,2,+0,4,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+2,2,+0,2,+0,2,+0,3,+2,2,+0,2,+0
Kingler,2,+0,4,+2,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,2,+0,2,+0,2,+0
Kirlia,2,+1,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,3,+0,2,+2,2,+0
Klang,2,+0,3,+1,2,+0,3,-1,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+1,2,+0,2,+0,2,+0,3,+1,2,+0,2,+0
Klefki,4,+3,2,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,4,+0,5,+2,2,+0
Klink,2,+0,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+1,2,+0,2,+0,2,+0,2,+1,2,+0,2,+0
Klinklang,2,+0,4,+1,2,+0,4,-2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+1,2,+0,2,+0,2,+0,4,+1,2,+0,2,+0
Koffing,2,+1,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+0,2,+0,2,+0
Krabby,2,+0,3,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,2,+0,2,+0,2,+0
Kricketot,3,+1,2,+0,2,+0,1,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+2,2,+0,2,+0,2,+0,2,+0,2,+0,2,+0
Kricketune,4,+1,3,+0,2,+0,3,+1,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+2,2,+0,2,+0,2,+0,3,+1,3,+0,2,+0
Krokorok,2,+0,4,+2,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+1,2,+0,2,+0,2,+0,3,+1,3,+2,2,+0
Krookodile,2,+0,4,+3,2,+0,4,+1,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+3,2,+0,2,+0,2,+0,3,+2,4,+2,2,+0
Kyogre,4,+0,4,+2,2,+0,5,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,3,+2,2,+0,2,+0
Kyurem,3,+0,6,+0,2,+0,4,+4,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,4,+0,3,+0,2,+0
Kyurem R,3,+0,6,+0,2,+0,4,+4,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,4,+0,3,+0,2,+0
Kyurem (R),3,+0,6,+0,2,+0,4,+4,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,4,+0,3,+0,2,+0
Kyurem-R,3,+0,6,+0,2,+0,4,+4,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,4,+0,3,+0,2,+0
Kyurem Reshiram,3,+0,6,+0,2,+0,4,+4,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,4,+0,3,+0,2,+0
Kyurem (Reshiram),3,+0,6,+0,2,+0,4,+4,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,4,+0,3,+0,2,+0
Kyurem-Reshiram,3,+0,6,+0,2,+0,4,+4,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,4,+0,3,+0,2,+0
Kyurem Z,3,+0,6,+0,2,+0,4,+4,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,4,+0,3,+0,2,+0
Kyurem (Z),3,+0,6,+0,2,+0,4,+4,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,4,+0,3,+0,2,+0
Kyurem-Z,3,+0,6,+0,2,+0,4,+4,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,4,+0,3,+0,2,+0
Kyurem Zekrom,3,+0,6,+0,2,+0,4,+4,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,4,+0,3,+0,2,+0
Kyurem (Zekrom),3,+0,6,+0,2,+0,4,+4,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,4,+0,3,+0,2,+0
Kyurem-Zekrom,3,+0,6,+0,2,+0,4,+4,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,4,+0,3,+0,2,+0
Lairon,1,+1,4,+3,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+2,2,+0,2,+0,2,+0,3,+1,1,+0,2,+0
Lampent,3,+1,1,+0,2,+0,2,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+1,2,+0,2,+0,2,+0,3,+2,3,+0,2,+0
Landorus I,5,+3,4,+0,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,4,+0,6,+3,2,+0
Landorus (I),5,+3,4,+0,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,4,+0,6,+3,2,+0
Landorus-I,5,+3,4,+0,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,4,+0,6,+3,2,+0
Landorus Incarnate,5,+3,4,+0,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,4,+0,6,+3,2,+0
Landorus (Incarnate),5,+3,4,+0,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,4,+0,6,+3,2,+0
Landorus-Incarnate,5,+3,4,+0,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,4,+0,6,+3,2,+0
Landorus T,3,+0,6,+3,2,+0,5,+3,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,5,+0,4,+3,2,+0
Landorus (T),3,+0,6,+3,2,+0,5,+3,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,5,+0,4,+3,2,+0
Landorus-T,3,+0,6,+3,2,+0,5,+3,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,5,+0,4,+3,2,+0
Landorus Therian,3,+0,6,+3,2,+0,5,+3,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,5,+0,4,+3,2,+0
Landorus (Therian),3,+0,6,+3,2,+0,5,+3,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,5,+0,4,+3,2,+0
Landorus-Therian,3,+0,6,+3,2,+0,5,+3,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,5,+0,4,+3,2,+0
Lanturn,2,+2,3,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,4,+0,1,-2,2,+0
Lapras,1,+0,4,+1,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,3,+1,2,+0,2,+0
Larvesta,2,+0,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,3,+0,2,+2,2,+0
Larvitar,1,+0,3,+2,2,+0,2,+1,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+1,3,+1,2,+0
Latias,6,+3,3,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,6,+3,2,+0,2,+0,2,+0,4,+0,5,+3,2,+0
Latios,6,+3,3,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,6,+3,2,+0,2,+0,2,+0,4,+0,5,+3,2,+0
Leafeon,3,+1,4,+2,2,+0,3,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+2,2,+0,2,+0,2,+0,4,+2,4,+2,2,+0
Leavanny,4,+2,3,+2,2,+0,2,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,3,+0,4,+2,2,+0
Ledian,4,+3,4,+0,2,+0,3,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,3,+0,3,+0,2,+0
Ledyba,3,+1,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+1,2,+0,2,+0
Lickilicky,2,+0,4,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,2,+0,2,+0,2,+0
Lickitung,2,+0,3,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+0,2,+0,2,+0
Liepard,4,+2,3,+1,2,+0,3,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,2,+0,4,+2,2,+0
Lileep,2,+0,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+1,2,+0,2,+0,2,+0,3,+1,2,+0,2,+0
Lilligant,4,+2,4,+2,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,5,+2,2,+0,2,+0,2,+0,4,+2,3,+2,2,+0
Lillipup,2,+2,2,+2,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,3,+0,3,+0,2,+0
Linoone,4,+0,3,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,5,+0,4,+0,2,+0
Litleo,2,+0,3,+2,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+1,2,+0,2,+0,2,+0,2,+0,2,+0,2,+0
