,Mechanics,,,
Pact Gift – Psystrike,Mewtwo,"Twin Souls, Expanded Horizons, Mental Suggestion",Static,You learn the Move Psystrike.
Minor Gift - Alien Countenance,MissingNo (Cosmic Horror),GM Permission,Static,You may add your Mind Modifier instead of your Body Modifier to your Intimidate Checks. You get a +2 bonus to Intimidate Checks against Pokémon.
Major Gift - Amorphous,MissingNo (Cosmic Horror),Minor Gift - Alien Countenance,Static,You gain the Amorphous Capability.
Major Gift - Phasing,MissingNo (Cosmic Horror),Minor Gift - Alien Countenance,Static,You gain the Phasing Capability.
Major Gift - Mind Lock,MissingNo (Cosmic Horror),Minor Gift - Alien Countenance,Static,You gain the Mind Lock Capability.
Pact Gift - Hypergeometry,MissingNo (Cosmic Horror),All MissingNo Major Gifts,"Static | Scene - Standard Action, Interrupt","Static Effect: You may always treat the distance between you and any other Trainer or Pokémon as one meter greater or one meter less as you choose for the purpose of calculating range or distance of travel. You may not use this to avoid melee attacks by switching between making their distance greater or less - a value is chosen when an action is announced and cannot be changed afterwards.

Scene Effect: You may activate this Pact Gift once per Scene when hit by a single target attack. The attack instead hits a target of your choice in an adjacent square to you."
Minor Gift - Detect Heretic,MissingNo (Fallen Creator),GM Permission,Static,"You intuitively sense the presence of those with non-MissingNo Gifts around you, though you have no way of telling who they might be. The more Gifts someone has, the further away you can sense them, though you generally cannot sense even the strongest of Gift holders at a distance of more than 15 meters away from you."
Major Gift - Knight of the Fallen God,MissingNo (Fallen Creator),Minor Gift - Detect Heretic,Static,"You gain the Giftsapper Feature regardless of prerequisites, and you are not bound by its requirements with respect to Gifts. Giftsapper when gained this way has no effect on Gifts granted by MissingNo."
Major Gift - Corrupt Existence,MissingNo (Fallen Creator),Minor Gift - Detect Heretic,X AP - Standard Action,"Target: Trainer or Pokémon within 6 meters
Effect: For each AP spent on Corrupt Existence up to a maximum of 3, roll 1d20. The Target becomes one step weaker against a Type for each roll as follows: Bug on a result of 1; Dark on 2; Dragon on 3; Electric on 4; Fighting on 5; Fire on 6; Flying on 7; Ghost on 8; Grass on 9; Ground on 10; Ice on 11; Normal on 12; Poison on 13; Psychic on 14; Rock on 15; Steel on 16; Water on 17; and on a result of 18-20, reroll the 1d20. This effect lasts until the end of the encounter, even if the target is recalled."
Major Gift - Storm of the Fallen World,MissingNo (Fallen Creator),Minor Gift - Detect Heretic,Scene - Standard Action,"Target: Area
Effect: For 5 rounds, the area becomes Bugged. While Bugged, all combatants are treated as if they have had the Move Heal Block applied to them, all combatants become Typeless and all effects deal only Typeless damage. At the beginning of each round, all combatants lose 1/16th of their maximum Hit Points."
Pact Gift - Slayer of the False Gods,MissingNo (Fallen Creator),All MissingNo Major Gifts,Daily - Standard Action,"Target: Legendary Pokémon
Effect: Dispel one of the target’s Legendary Auras for the rest of the encounter."
Minor Gift - Intuitive Sabotage,MissingNo (New God of Network Security),GM Permission,Static,"Whenever you make an Edu: Technology Check to destroy, sabotage, or otherwise disrupt modern electronics, you get a +3 bonus to your roll."
Major Gift - Glitch Message,MissingNo (New God of Network Security),Minor Gift - Intuitive Sabotage,2 AP - Standard Action,"Target: Electronic Communication
Effect: You must use Glitch Message targeting one instance of electronic communication you are currently aware of in your vicinity, such as an email being typed at the computer next to you or a text message someone is sending. You may view and edit the contents of the message before it gets electronically transmitted without the sender being aware of an issue. On extended communications such as a phone call or video conference, Glitch Message works on one minute’s worth of communication per activation."
Major Gift - Dead Zone,MissingNo (New God of Network Security),Minor Gift - Intuitive Sabotage,Daily/15 - Standard Action,"Target: Area
Effect: For the next ten minutes, all wireless communication within ten meters of you fails to work. Radios stop receiving, WiFi shuts down, and cell signals fail to reach phones."
Major Gift - See the Wired,MissingNo (New God of Network Security),Minor Gift - Intuitive Sabotage,Daily - Standard Action,"Target: Self
Effect: For the next 5 minutes you can see networks as a visual overlay when you look at people communicating electronically. You view this in the form of lines of light arcing from devices to the other devices they are communicating with."
Pact Gift - Ghost in the Machine,MissingNo (New God of Network Security),All MissingNo Major Gifts,Static,You gain the Wired capability. Electronics you are occupying gradually degrade and begin to malfunction over time.
